Label Sentimen;cleaned_text
positif;aplikasi yang sangat bagus disaat kamu sedang khawatir dipanggil maka zoom akan membantu mu mengakhirinya aplikasi tatapmuka yang sangat bermanfaat
positif;bagus sekali aplikasinya selama pjj ini saya jadi lebih mudah untuk belajar dan bertemu dengan teman x walaupun jarak jauh kalau di wa hanya boleh orang kalau gak salah dan kalau di zoom ini bisa mencapai orang lebih mantap deh pokoknya berguna banget
negatif;tolong untuk menerapkan fitur virtual background di seluruh perangkat jangan membeda bedakan dan mengapa tiba tiba di laptop saya tidak bisa mendengarkan suara orang lain perbaiki semuanya
negatif;pake aplikasi ini hampir setiap hari tapi di hp saya belum support virtual background harus di setting atau gimana biyar muncul virtual background nya soalnya hp temen saya udah ada virtual background nya
netral;apknya bagus sih tapi kok kadang errror ya kayak gabisa on cam jadi harus instal ulang terus jadi ketinggalan nge zoom jugaa perbaiki yaaa
negatif;sedihnya fitur background butuh spesifikasi hp yang tinggi apalah daya hp kentang tidak bisa pakai fitur background semoga nanti bisa d gunakan d smua hp trimakasih
positif;aplikasi ini sangat bagus sekali untuk kalian yang mau terus berkomunikasi kalian yang ingin mengadakan rapat pertemuan atau acara di masa pandemi tapi tetap mematuhi peraturan pemerintah yaitu stay at home dan menghindari kerumunan
netral;aku kasih bintang karena setting virtual background ny gak ad lagi di hp android aku pas liat temen pd pake background jd enak gak keliatan klo di rumah atau di mana tolong di perbaikin saya pake samsung m
positif;pelayanan yg bagus terhadap peserta dengan peserta sangat dekat dam famlier sekali bahasa yg digunakan sangat mudah diikuti peserta walaupun peserta umurnya tdk sama oleh karena itu sangat tertarik dgn kegiatan ini saya pikir mesti lebih banyak lagi yg ingin mengikuti acara ini
negatif;sangat cocok dan mudah menggunakannya case virtual background tidak tersedia why dapat zoom meeting level basic why
negatif;saya kemarin bisa menggunakan zoom seperti biasa tapi setelah saya perbarui ke versi terbaru malah gk bisa buat buka aplikasinya setiap kali buka malah langsung keluar kalo boleh tau kok bisa begitu ya kalo udah diperbaiki mohon infonya
netral;bisa ditambahkan fitur virtual backround juga yang di aplikasi versi androidnya thx
negatif;maaf nih aplikasinya bagus bisa muat lebih orang tetapi kekurangannya ketika saya join kelas pasti error terus dengan alasan tidak ada jaringan atau link tidak tersedia tolong perbaiki lagi
negatif;aku kasih bintang karena satu pas sudah sign in dan punya chat kalau bikin grup kamu gak bisa kasih foto grup dua kirim stiker itu sebesar video tiga gak bisa tambahin wallpaper jadinya aplikasinya gak bagus untuk chatting tapi bagus untuk video call chatting sytem nya lebih jelek dari pada whatsapp
positif;zoom apk yg bagus alasan saya kenapa saya bilang bagus karena zoom ini mudah di gunakan orang dewasa maupun anak anak karena pandemi anak pelajar belum boleh masuk sekolah kan nah yuk pakai zoom saya rasa zoom apk yang sangat membantu
positif;aplikasi zoom meeting sangat membantu saya saat mau daring sekolah dan terima kasih banyak zoom meeting berkat apk zoom saya tidak ketinggalan belajar thanks
netral;aplikasi yg sangat membantu sekali untuk bisa saling berkomunikasi dengan banyak orang secara virtual apalagi di musim pandemi seperti sekarang ini namun untuk kedepannya tolong bisa di update virtual background nya untuk semua jenis hp karena di rog saya tidak bisa mengganti virtual background nya terima kasih
negatif;tolong untuk tambahkan virtual background untuk segala jenis android karena saya sendiri tidak bisa menggunakan virtual background karena androidnya tidak mensupport
negatif;aplikasi nya sangat berguna di situasi seperti ini untuk menggunakan virtual background di hp harus di update dulu karena di hp kakak saya bisa menggunakan virtual background nya sedangkan di hp saya tidak bisa
negatif;tolong tambahkan fitur rekam layar seperti yang di versi pc karena sangat berguna jika fitur itu ada
netral;aplikasinya paling sangat bagus dan menarik di sini bisa video call dengan sangat lengkap di sini bisa record foto dan video di sini bisa video call dengan banyak orang di sini tetapi video call yang gratis hanya berlaku cuma menit tetapi lebih dari itu harus bayar videonya agar tidak terputus
negatif;pihak developer tolong di update lagi ya fiturnya karena pada saat share screen terus mencet untuk melihat participans masa jd mati suaranya tolong di perbaiki lg ya terimakasih karena aplikasi ini sangat bagus
negatif;mohon maaf saya hanya kasi karena virtual background nya gak support padahal ram saya harus di update lagi dan update untuk semua jenis merk android jika di update lebih baik lagi pasti aplikasi ini sangat meledak
positif;bahwah zoom metting sangat bermanfaat utuk komunikasi yang berkaitan dengan pelajaran anak anak sekolah baik siswa sd smp sma dan mahasiswa untuk pelajaran jarak jauh di era pandemik covid
positif;zoom sangat membantu saat musim covid membantu untuk pelajaraan dan berkomunikasi dengan yg jauh dan jumlah yang banyak mantapp lah pokonya wajib download
positif;aplikasinya bagus kok apalagi ini cocok untuk belajar online kalau lewat wa aja kan gak enak jadi paka aplk zoom deh pokoknya bagus deh buat kalian yang lagi belajar online semangat belajar ya
negatif;awalnya bagus bangat setelah saya pakai suda mulai lama aplikasinya mulai eror padahal jaringan saya g dan kuota unlimited kasihan kami yang kulia jarak jau mohon di perbaiki karna sementara kulia tiba tiba keluar sendiri kasihan kami yg kulia terimakasi
negatif;saya merasa kurang enak dengan versi barunya karena dari penampakan wajah guru atau kamera guru itu menghalangi bagian soal yang di shere screen membuat saya capek karena kamera guru harus saya pindahkan ke ujung atas bawah klo bisa di perbaiki karena ini juga aplikasi bagus buat di musim musim pandemi kaya sekarang
negatif;sangat membantu aktivitas apalagi di era pandemi ini namun tolong tambahkan fitur virtual background untuk semua hp dan mohon dihilangkan bug berupa kesalahan password pada saat join meeting padahal password sudah benar
netral;aku pengguna vivo y tapi gak bisa ubah background mohon dong agar saat zoom bisa pakai background soalnya kegiatan tiap hari mengharuskan saya pakai zoom background
negatif;bagus banget bisa banyak orang kayaknya bisa orang v yang penting apps ini bagus juga bisa kirim stiker di layar muka kita pesan pribadi atau everyone tapi tetap di zoom nya lho pas itu bisa mute dan stop video pasti semua yang masih sekolah dah tau kan tapi yang bikin kecewa tuh kenapa emoji nya ga bisa di download tolong di perbaiki ya delover
negatif;sebenarnya aplikasinya sangat membantu dan sering saya pake tpi akhir ini aplikasinya suka error gitu gimna ya ngejelasinnya pokoknya aplikasi ini tuh sering banget connecting sampai akhirnya gagal connect padahal jaringan saya bagus banget padahal baru di update tolong dong perbaiki soalnya ini tuh menghambat banget
negatif;untuk fitur virtual background kenapa harus ada di hp tertentu tolong diperbaiki agar semua android bisa menggunakan fitur virtual background
positif;alhamdulillah zoom meet selalu ku pakai untuk mengikuti webinar lebih enak pakai zoom meet karena bisa mengirim pesan chat di sana jadi kita bisa saling komunikasi lewat chat pada saat microfon nya di mute buat kalian yg belum download yuk download sekarang
positif;assalamu alaikum warahmatullahi wabarakatuh hallo saya aina salsabila sebagai pengguna aplikasi zoom ini dan saya memberikan ulasan kepada kalian karena aplikasi zoom ini sangat bagus dan kualitasnya sangat terjamin dan juga aplikasi juga bisa dipakai untuk orang orang yang terdekat yang kita kenal sahabat atau guru bahkan untuk keluarga saya yang jauh dari sana sekian wassalamu alaikum warahmatullahi wabarakatuh bye
positif;mantap lah saya senang klo ada apk zoom kaya gini apalagi klo lgi pandemi corona saya bisa zoom sama saudara sama teman pokoknya saya senang banget mempunyai apk zoom ini terima kasih yg sudah buat apk zoom ini saya kasih bintang lima
negatif;fitur virtual background tidak muncul di redmi note belakangan ini sering keluar sendiri aplikasi nya ketika dipakai untuk meeting
negatif;aplikasinya bagus selama ini tidak ada kendala selama menggunakannya untuk webinar tapi sayangnya tidak semua hp bisa support untuk mengganti virtual background
positif;zoom apk yang bagus apalagi musim corona ini menurut ku zoom lebih bagus dri google meet mereka yang bilang jelek apknya ini lah itu lah itu mereka sendiri yang ngak bisa atur zoomnya sign in sign up juga gampang tonggal masukin email pasword sama beberapa hal lain silahka mendownload
negatif;saya kasih bintang dua karena menurut saya apk ini tidak bisa virtual baground sebenarnya bisa tapi karena bisanya cuma beberapa merk hp dan tolong yah diperbaiki apk virtual baground nya karena saya disuruh bu guru saya untuk pakai virtual baground
positif;apk ini sangat bermanfaat bagiku yg sedang belajar online kalau sudah belajar di sekolah maaf saya uninstal dulu ya memori hp saya juga tinggal sedikit jadi tolong maklumi saya ya saya akan kembali instal apk ini ketika hanya saat pjj pembelajaran jarak jauh saja
negatif;ganti foto kalo hasil jepret dari hp jadinya blur fotonya harus hasil jepret dari dslr itupun gak semua foto dari dslr yg ga ngeblur dijadiin foto profil zoom
negatif;terimakasih yang telah membuat aplikasi ini aplikasi ini telah menyelamatkan saya dari kegiatan belajar di sekolah tapi yang bikin kesal dari aplikasi ini adalah setiap hari saya harus belajar tatap muka lewat zoom ini selama jam dan jam itu memakan banyak kuota internet saya jadi pemakainya itu terlalu boros
negatif;zoomnya jelek loading loading terus suaranya keresek keresek gitu lagi zoom keluar masuk terusss
negatif;pembaruan terus bikin berat ram hp pembaruan juga gak mutu setelah pembaruan jadi lebih parah
netral;bang boleh tambahan waktu zoom free nya gak soalnya waktu saya belajar masa menit doank lalu di saat saya sedang kelas kan gak enak keluar berjamaah semoga di tambah waktu nya menit bang setidak nya jam juga bisa bang mksh bang telah membaca dan di ganti semoga abang mau
positif;sangat membantu sekali buat saya dan semua orang karna di masa pandemi yang mengharuskan semua kegiatan melalui online trimakasih zoom cloud meetings
negatif;tolong diupdate selanjutnya semoga fitur virtual background dapat digunakan secara leluasa untuk berbagai merk hp sangat disayangkan jika fitur tersebut mengharuskan spesifikasi hp tertentu untuk mendapatkannya
negatif;aplikasi zoom ini sudah bagus tapi ada kekurangan yang saya tidak sukai kalo sinyalnya jelek suka disconnect saat saya sign in tidak bisa masuk pas saya mau ganti foto profil tolong diperbaiki
negatif;menurut saya aplikasinya cukup membantu tapi ada beberapa hal yang sering kali membuat saya tidak nyaman contohnya seperti sekarang saya sudah mengunakan link untuk join namun tidak bisa dikarenakan password yang saya masukan salah kemudian saya mencoba kembali untuk mengetik manual namun hasilnya tetap sama saja salah akhirnya saya putuskan untuk melalui aplikasinya mengunakan id dan ketik manual password namun tetap saja saya diminta memasukan password kembali tolong segera ditangani
netral;aplikasi ini bagus cuma untuk virtual background di tab saya tidak bisa dan tampilan layarnya cermin kalau bisa ada setting untuk mengatur tampilan nya
positif;makasi zoom kemarin ada x meeting sekolah saya ikutan dong eh pas di liat di data sekolah saya ga masuk absen nya nya lagi udh gak ada absen di marahin ortu pula
negatif;tolong beri option mode gallery seperti di platform komputer serta perbaiki voice chat di hp karena terkadang suara hanya bisa tersampaikan di kolom tap to speak dan kadang juga langsung tanpa kolom tsb
positif;aplikasi yang sangat membantu dalam pjj sekarang ini namun saya juga mengharapkan zoom di android juga dapat memasang background latar belakang seperti di zoom pc
negatif;wihh zoomny bagus banget anjay tapi boong hayukk zoomnya udh bagus tapi ya kalo di pake kadang suka keluar sendiri kadang katanya itu karena kuota ok deh aku isi gb eh pas di pake tetep aka kayak gitu jadi harus berapa ya kuota yang harus di pakai untuk mengikuti zoom ini tolong pihak zoom jangan terlalau banyak kuota yang harus di keluarin untuk zoom soalnya anak saya juga kan sekolah
negatif;kenapa susah sekali untuk menghubungkan audio ke perangkat bluetooth pada saat meeting berlangsung tolong di perbaiki
negatif;bagus sih bagus tapi suka error kadang keluar masuk juga entah kenapa ini padahal jaringannya bagus bagus ajah tapi mau gimana lagi dosennya juga minta pake zoom mau nggak mau emosi trs
negatif;bagus banget sih tapi pas pertama nya coba itu gak ada suara nya trus saya pijit pijit ada suaranya dan ini berguna bamget awal juga bingung tpi lama terimakasih ya aku jdi bisa belajar dengan ini
negatif;mohon jangan sampai di ulang untuk mendownload karna saya suka aplikasi ini jadi mohon di perbaiki muda ini sementara download tidak lagi di download ulang saya kasih bintang dlu kalau sudah terdownload baru saya kasih bintang
negatif;aplikasi bagus tapi kadang pas lagi zoom jaringan nya nge leg padahal udah pake wifi terus kadang suaranya patah patah udah segitu dlu ulasan nya makasihh
positif;aplikasinya bagus bisa nge share screen laptop sehingga mudah paham dan suaranya juga sangat jelas
positif;aplikasi x bagus dan sangat bermanfaat sekali bagi mahasiswa yang kuliah dering terimakasih banyak atas bantuan nya
positif;aplikasi ini cocok sangat tepat buat meeting dll karena kita bisa saling membuka argumen dg tampilan zoom bagus suaranya juga sdh lumayan trims untuk aplikasi ini tentu sangat membantu
